date,hors,u,v,ws,wd
2009070100,1,2.34,-0.79,2.47,108.68
2009070100,2,2.18,-0.99,2.4,114.31
2009070100,3,2.2,-1.21,2.51,118.71
2009070100,4,2.35,-1.4,2.73,120.86
2009070100,5,2.53,-1.47,2.93,120.13
2009070100,6,2.66,-1.29,2.96,115.79
2009070100,7,2.69,-0.81,2.81,106.71
2009070100,8,2.72,-0.26,2.73,95.39
2009070100,9,2.87,0.08,2.87,88.5
2009070100,10,3.23,-0.01,3.23,90.19
2009070100,11,3.65,-0.33,3.66,95.15
2009070100,12,3.89,-0.6,3.94,98.71
2009070100,13,3.82,-0.59,3.86,98.85
2009070100,14,3.54,-0.35,3.56,95.62
2009070100,15,3.26,0.05,3.26,89.11
2009070100,16,3.11,0.51,3.15,80.78
2009070100,17,3.09,0.87,3.21,74.33
2009070100,18,3.13,0.97,3.28,72.75
2009070100,19,3.19,0.72,3.27,77.29
2009070100,20,3.17,0.21,3.18,86.2
2009070100,21,2.95,-0.4,2.98,97.73
2009070100,22,2.47,-0.97,2.66,111.41
2009070100,23,1.84,-1.41,2.32,127.38
2009070100,24,1.21,-1.64,2.04,143.67
2009070100,25,0.68,-1.63,1.76,157.32
2009070100,26,0.28,-1.47,1.5,169.2
2009070100,27,0,-1.33,1.33,179.91
2009070100,28,-0.16,-1.29,1.3,186.97
2009070100,29,-0.17,-1.31,1.32,187.54
2009070100,30,-0.01,-1.28,1.28,180.49
2009070100,31,0.32,-1.14,1.19,164.38
2009070100,32,0.63,-1,1.18,147.5
2009070100,33,0.7,-0.98,1.21,144.2
2009070100,34,0.39,-1.18,1.24,161.65
2009070100,35,-0.11,-1.47,1.47,184.24
2009070100,36,-0.5,-1.67,1.75,196.78
2009070100,37,-0.57,-1.66,1.76,198.89
2009070100,38,-0.31,-1.48,1.52,191.96
2009070100,39,0.19,-1.23,1.25,171.43
2009070100,40,0.85,-1.01,1.32,139.82
2009070100,41,1.58,-0.92,1.83,120.33
2009070100,42,2.26,-1.09,2.51,115.88
2009070100,43,2.78,-1.57,3.19,119.47
2009070100,44,3.07,-2.13,3.74,124.77
2009070100,45,3.07,-2.5,3.96,129.13
2009070100,46,2.75,-2.46,3.69,131.85
2009070100,47,2.3,-2.18,3.17,133.5
2009070100,48,1.93,-1.87,2.69,134.12
2009070112,1,2.77,-0.65,2.85,103.17
2009070112,2,3.12,-0.74,3.2,103.36
2009070112,3,3.29,-0.62,3.35,100.63
2009070112,4,3.31,-0.37,3.33,96.42
2009070112,5,3.17,-0.13,3.17,92.38
2009070112,6,2.88,-0.04,2.88,90.73
2009070112,7,2.45,-0.18,2.46,94.09
2009070112,8,1.96,-0.45,2.01,102.78
2009070112,9,1.52,-0.7,1.67,114.58
2009070112,10,1.18,-0.82,1.44,124.63
2009070112,11,0.86,-0.87,1.22,135.16
2009070112,12,0.44,-0.95,1.04,155.24
2009070112,13,-0.15,-1.12,1.13,187.75
2009070112,14,-0.71,-1.27,1.46,209.04
2009070112,15,-0.97,-1.27,1.59,217.3
2009070112,16,-0.76,-1.02,1.27,216.69
2009070112,17,-0.28,-0.69,0.74,201.76
2009070112,18,0.2,-0.52,0.56,159.25
2009070112,19,0.43,-0.66,0.79,147.2
2009070112,20,0.36,-0.95,1.02,159.1
2009070112,21,0.02,-1.17,1.17,179.14
2009070112,22,-0.56,-1.14,1.27,206.32
2009070112,23,-1.13,-0.97,1.49,229.38
2009070112,24,-1.4,-0.84,1.63,238.87
2009070112,25,-1.16,-0.88,1.46,232.75
2009070112,26,-0.62,-1.02,1.19,211.12
2009070112,27,-0.05,-1.14,1.14,182.49
2009070112,28,0.33,-1.16,1.21,164.07
2009070112,29,0.64,-1.16,1.32,151.25
