date,hors,u,v,ws,wd
2009070100,1,3.17,-3.2,4.51,135.19
2009070100,2,3.06,-3.06,4.33,135.04
2009070100,3,2.98,-2.95,4.19,134.75
2009070100,4,2.9,-2.85,4.07,134.45
2009070100,5,2.79,-2.75,3.92,134.63
2009070100,6,2.56,-2.65,3.69,136
2009070100,7,2.21,-2.55,3.38,139.06
2009070100,8,1.88,-2.42,3.07,142.21
2009070100,9,1.74,-2.24,2.84,142.21
2009070100,10,1.91,-2,2.76,136.34
2009070100,11,2.21,-1.71,2.79,127.74
2009070100,12,2.4,-1.41,2.78,120.39
2009070100,13,2.33,-1.12,2.58,115.81
2009070100,14,2.15,-0.87,2.32,112.14
2009070100,15,2.12,-0.67,2.23,107.55
2009070100,16,2.41,-0.53,2.47,102.42
2009070100,17,2.79,-0.46,2.82,99.47
2009070100,18,2.94,-0.49,2.98,99.42
2009070100,19,2.66,-0.61,2.73,102.9
2009070100,20,2.09,-0.81,2.24,111.21
2009070100,21,1.46,-1.07,1.81,126.16
2009070100,22,0.95,-1.34,1.65,144.55
2009070100,23,0.56,-1.56,1.66,160.28
2009070100,24,0.21,-1.64,1.66,172.87
2009070100,25,-0.16,-1.53,1.54,185.81
2009070100,26,-0.5,-1.28,1.37,201.27
2009070100,27,-0.77,-0.95,1.22,219.05
2009070100,28,-0.93,-0.61,1.11,236.67
2009070100,29,-0.95,-0.29,0.99,252.84
2009070100,30,-0.82,-0.02,0.82,268.65
2009070100,31,-0.56,0.2,0.59,289.44
2009070100,32,-0.31,0.36,0.47,318.91
2009070100,33,-0.27,0.47,0.54,329.76
2009070100,34,-0.53,0.53,0.75,315
2009070100,35,-0.79,0.54,0.96,304.07
2009070100,36,-0.66,0.46,0.81,304.79
2009070100,37,0.12,0.29,0.32,22.62
2009070100,38,1.27,0.08,1.27,86.37
2009070100,39,2.36,-0.12,2.36,92.97
2009070100,40,3.05,-0.28,3.06,95.17
2009070100,41,3.38,-0.41,3.4,96.87
2009070100,42,3.46,-0.56,3.51,99.15
2009070100,43,3.41,-0.76,3.49,102.54
2009070100,44,3.27,-0.98,3.42,106.74
2009070100,45,3.1,-1.2,3.32,111.19
2009070100,46,2.9,-1.38,3.21,115.49
2009070100,47,2.63,-1.57,3.06,120.8
2009070100,48,2.2,-1.8,2.84,129.29
2009070112,1,2.52,-1.48,2.92,120.32
2009070112,2,2.54,-1.49,2.94,120.34
2009070112,3,2.64,-1.41,3,118.11
2009070112,4,2.78,-1.29,3.06,114.87
2009070112,5,2.88,-1.17,3.11,112.02
2009070112,6,2.88,-1.1,3.08,110.86
2009070112,7,2.72,-1.12,2.94,112.39
2009070112,8,2.4,-1.19,2.68,116.33
2009070112,9,1.94,-1.24,2.3,122.53
2009070112,10,1.36,-1.21,1.82,131.68
2009070112,11,0.76,-1.1,1.33,145.49
2009070112,12,0.26,-0.92,0.95,164.42
2009070112,13,-0.05,-0.69,0.69,184.3
2009070112,14,-0.2,-0.46,0.5,203.24
2009070112,15,-0.24,-0.29,0.38,218.73
2009070112,16,-0.23,-0.24,0.33,224.24
2009070112,17,-0.27,-0.25,0.37,226.98
2009070112,18,-0.44,-0.28,0.53,237.82
2009070112,19,-0.81,-0.26,0.85,251.94
2009070112,20,-1.26,-0.16,1.27,262.74
2009070112,21,-1.68,0.07,1.68,272.24
2009070112,22,-1.93,0.41,1.97,282.08
2009070112,23,-1.86,0.71,1.99,290.79
2009070112,24,-1.35,0.74,1.54,298.57
2009070112,25,-0.33,0.36,0.49,317.52
2009070112,26,0.94,-0.26,0.98,105.48
2009070112,27,2.11,-0.88,2.29,112.61
2009070112,28,2.92,-1.32,3.2,114.35
2009070112,29,3.36,-1.63,3.74,115.92
2009070112,30,3.54,-1.94,4.03,118.72
2009070112,31,3.51,-2.3,4.2,123.23
2009070112,32,3.35,-2.64,4.27,128.2
2009070112,33,3.11,-2.82,4.2,132.15
2009070112,34,2.84,-2.75,3.95,134.02
2009070112,35,2.53,-2.45,3.52,134.08
2009070112,36,2.15,-1.98,2.93,132.65
2009070112,37,1.72,-1.42,2.23,129.5
2009070112,38,1.38,-0.9,1.65,123.04
2009070112,39,1.3,-0.57,1.42,113.67
2009070112,40,1.6,-0.55,1.69,109.02
2009070112,41,2.14,-0.79,2.29,110.31
2009070112,42,2.76,-1.21,3.02,113.74
2009070112,43,3.29,-1.72,3.71,117.57
2009070112,44,3.68,-2.16,4.27,120.43
2009070112,45,3.92,-2.4,4.6,121.47
2009070112,46,4.03,-2.35,4.67,120.29
2009070112,47,4.08,-2.19,4.63,118.22
2009070112,48,4.2,-2.15,4.72,117.15
2009070200,1,0.16,-1.39,1.4,173.43
2009070200,2,-0.25,-1.27,1.29,190.95
2009070200,3,-0.28,-1,1.04,195.78
2009070200,4,-0.09,-0.67,0.67,187.61
2009070200,5,0.15,-0.38,0.41,157.96
2009070200,6,0.25,-0.26,0.36,136.7
2009070200,7,0.06,-0.39,0.4,171.5
2009070200,8,-0.29,-0.62,0.69,205.1
2009070200,9,-0.62,-0.76,0.98,219.43
2009070200,10,-0.78,-0.67,1.03,229.32
2009070200,11,-0.7,-0.52,0.88,233.26
2009070200,12,-0.37,-0.57,0.68,213.14
2009070200,13,0.21,-0.97,0.99,167.8
2009070200,14,0.93,-1.58,1.83,149.68
2009070200,15,1.63,-2.18,2.72,143.26
2009070200,16,2.19,-2.59,3.39,139.71
2009070200,17,2.61,-2.82,3.84,137.29
2009070200,18,2.88,-2.96,4.14,135.78
2009070200,19,3.03,-3.06,4.3,135.33
2009070200,20,3.01,-3.13,4.34,136.12
2009070200,21,2.81,-3.17,4.24,138.49
2009070200,22,2.42,-3.18,4,142.73
2009070200,23,1.96,-3.08,3.65,147.57
2009070200,24,1.57,-2.8,3.21,150.77
2009070200,25,1.37,-2.31,2.69,149.3
2009070200,26,1.42,-1.78,2.28,141.49
2009070200,27,1.73,-1.44,2.25,129.74
2009070200,28,2.3,-1.44,2.71,122.14
2009070200,29,2.95,-1.7,3.4,120.01
2009070200,30,3.46,-2.06,4.03,120.7
2009070200,31,3.69,-2.37,4.39,122.75
2009070200,32,3.72,-2.64,4.56,125.33
2009070200,33,3.68,-2.84,4.66,127.66
2009070200,34,3.71,-3,4.77,128.92
2009070200,35,3.85,-3.08,4.93,128.61
2009070200,36,4.12,-3.05,5.13,126.46
2009070200,37,4.52,-2.91,5.38,122.75
2009070200,38,4.92,-2.77,5.65,119.43
2009070200,39,5.16,-2.79,5.86,118.39
2009070200,40,5.12,-3.03,5.95,120.61
2009070200,41,4.84,-3.34,5.88,124.57
2009070200,42,4.41,-3.49,5.63,128.36
2009070200,43,3.9,-3.35,5.14,130.63
2009070200,44,3.38,-3.07,4.57,132.27
2009070200,45,2.91,-2.91,4.12,135.04
2009070200,46,2.54,-3.05,3.97,140.16
2009070200,47,2.29,-3.39,4.09,145.97
2009070200,48,2.13,-3.77,4.33,150.51
2009070212,1,1.63,-1.38,2.13,130.15
2009070212,2,2.29,-2.25,3.21,134.39
2009070212,3,2.65,-2.69,3.78,135.48
2009070212,4,2.78,-2.83,3.96,135.58
2009070212,5,2.77,-2.8,3.94,135.27
2009070212,6,2.76,-2.75,3.89,134.92
2009070212,7,2.8,-2.79,3.95,134.89
2009070212,8,2.85,-2.87,4.05,135.2
2009070212,9,2.84,-2.92,4.08,135.82
2009070212,10,2.71,-2.87,3.95,136.65
2009070212,11,2.51,-2.7,3.69,137.07
2009070212,12,2.33,-2.41,3.35,136.04
2009070212,13,2.23,-2.04,3.02,132.42
2009070212,14,2.3,-1.73,2.88,127.03
2009070212,15,2.6,-1.68,3.09,122.89
2009070212,16,3.15,-1.98,3.72,122.17
2009070212,17,3.79,-2.43,4.5,122.61
2009070212,18,4.32,-2.73,5.11,122.27
2009070212,19,4.58,-2.7,5.32,120.49
2009070212,20,4.64,-2.54,5.3,118.71
2009070212,21,4.63,-2.57,5.29,119.08
2009070212,22,4.62,-2.99,5.5,122.91
2009070212,23,4.62,-3.6,5.86,127.96
2009070212,24,4.58,-4.11,6.16,131.92
2009070212,25,4.49,-4.31,6.22,133.79
2009070212,26,4.4,-4.26,6.13,134.09
2009070212,27,4.37,-4.14,6.02,133.44
2009070212,28,4.44,-4.06,6.02,132.5
2009070212,29,4.52,-4.08,6.09,132.07
2009070212,30,4.5,-4.19,6.15,132.93
2009070212,31,4.31,-4.39,6.15,135.55
2009070212,32,3.94,-4.58,6.04,139.33
2009070212,33,3.42,-4.64,5.77,143.59
2009070212,34,2.83,-4.5,5.32,147.88
2009070212,35,2.3,-4.3,4.87,151.88
2009070212,36,2.01,-4.21,4.66,154.49
2009070212,37,2.08,-4.35,4.82,154.51
2009070212,38,2.37,-4.59,5.17,152.71
2009070212,39,2.71,-4.73,5.45,150.22
2009070212,40,2.93,-4.62,5.48,147.6
2009070212,41,3.01,-4.34,5.28,145.25
2009070212,42,2.93,-4.01,4.97,143.82
2009070212,43,2.72,-3.74,4.62,143.97
2009070212,44,2.49,-3.54,4.33,144.83
2009070212,45,2.41,-3.4,4.17,144.74
2009070212,46,2.56,-3.33,4.2,142.45
2009070212,47,2.9,-3.37,4.44,139.3
2009070212,48,3.3,-3.55,4.84,137.13
2009070300,1,2.46,-1.79,3.04,125.96
2009070300,2,2.62,-1.47,3.01,119.35
2009070300,3,3.08,-1.8,3.57,120.37
2009070300,4,3.71,-2.54,4.49,124.45
2009070300,5,4.34,-3.37,5.5,127.83
2009070300,6,4.82,-3.95,6.23,129.36
2009070300,7,5.01,-4.06,6.45,128.99
2009070300,8,4.98,-3.88,6.32,127.93
2009070300,9,4.85,-3.75,6.13,127.7
2009070300,10,4.71,-3.89,6.11,129.56
2009070300,11,4.6,-4.23,6.25,132.64
2009070300,12,4.53,-4.62,6.47,135.6
2009070300,13,4.51,-4.93,6.68,137.53
2009070300,14,4.54,-5.11,6.83,138.4
2009070300,15,4.58,-5.15,6.89,138.34
2009070300,16,4.61,-5.04,6.83,137.56
2009070300,17,4.58,-4.88,6.69,136.82
2009070300,18,4.44,-4.79,6.53,137.14
2009070300,19,4.17,-4.84,6.38,139.26
2009070300,20,3.78,-4.93,6.21,142.49
2009070300,21,3.33,-4.91,5.93,145.84
2009070300,22,2.87,-4.7,5.51,148.59
2009070300,23,2.45,-4.42,5.05,150.99
2009070300,24,2.14,-4.25,4.75,153.32
2009070300,25,1.98,-4.3,4.74,155.33
2009070300,26,1.98,-4.42,4.85,155.88
2009070300,27,2.14,-4.37,4.86,153.91
2009070300,28,2.43,-3.99,4.67,148.63
2009070300,29,2.77,-3.44,4.42,141.16
2009070300,30,3.06,-2.98,4.27,134.21
2009070300,31,3.23,-2.79,4.27,130.87
2009070300,32,3.27,-2.86,4.34,131.16
2009070300,33,3.21,-3.1,4.46,134
2009070300,34,3.09,-3.44,4.62,138.09
2009070300,35,3.01,-3.81,4.85,141.7
2009070300,36,3.08,-4.11,5.14,143.22
2009070300,37,3.35,-4.3,5.45,142.11
2009070300,38,3.65,-4.39,5.71,140.3
2009070300,39,3.75,-4.45,5.82,139.87
2009070300,40,3.5,-4.49,5.7,142.09
2009070300,41,3.06,-4.48,5.42,145.64
2009070300,42,2.68,-4.33,5.09,148.26
2009070300,43,2.51,-3.98,4.7,147.73
2009070300,44,2.45,-3.42,4.21,144.38
2009070300,45,2.3,-2.65,3.51,139.05
2009070300,46,1.94,-1.7,2.58,131.28
2009070300,47,1.45,-0.67,1.59,114.76
2009070300,48,0.98,0.32,1.03,71.99
2009070312,1,4.78,-4.92,6.86,135.81
2009070312,2,5.09,-4.98,7.12,134.39
2009070312,3,5.19,-5,7.2,133.94
2009070312,4,5.1,-4.99,7.14,134.33
2009070312,5,4.88,-4.99,6.98,135.61
2009070312,6,4.56,-5.05,6.81,137.93
2009070312,7,4.17,-5.2,6.67,141.25
2009070312,8,3.75,-5.36,6.54,145
2009070312,9,3.33,-5.43,6.36,148.5
2009070312,10,2.93,-5.34,6.09,151.26
2009070312,11,2.62,-5.18,5.81,153.15
2009070312,12,2.47,-5.05,5.62,153.97
2009070312,13,2.5,-5.02,5.61,153.56
2009070312,14,2.65,-4.99,5.65,152.08
2009070312,15,2.83,-4.84,5.61,149.73
2009070312,16,2.96,-4.47,5.36,146.53
2009070312,17,3.02,-3.96,4.98,142.72
2009070312,18,3,-3.43,4.56,138.86
2009070312,19,2.91,-2.99,4.17,135.7
2009070312,20,2.88,-2.68,3.93,133
2009070312,21,3.02,-2.56,3.96,130.36
2009070312,22,3.4,-2.66,4.32,128
2009070312,23,3.83,-2.93,4.82,127.39
2009070312,24,4.02,-3.3,5.2,129.44
2009070312,25,3.78,-3.71,5.3,134.46
2009070312,26,3.35,-4.03,5.24,140.25
2009070312,27,3.04,-4.11,5.11,143.57
2009070312,28,3.05,-3.88,4.93,141.8
2009070312,29,3.23,-3.47,4.74,137.04
2009070312,30,3.33,-3.12,4.56,133.08
2009070312,31,3.14,-2.94,4.31,133.12
2009070312,32,2.7,-2.8,3.89,136.08
2009070312,33,2.07,-2.45,3.2,139.73
2009070312,34,1.36,-1.72,2.2,141.69
2009070312,35,0.7,-0.79,1.05,138.49
2009070312,36,0.21,0.15,0.25,54.79
2009070312,37,0,0.89,0.89,359.75
2009070312,38,0.02,1.48,1.48,0.81
2009070312,39,0.2,1.97,1.98,5.84
2009070312,40,0.46,2.42,2.47,10.75
2009070312,41,0.73,2.81,2.9,14.5
2009070312,42,0.93,3.09,3.22,16.82
2009070312,43,1.03,3.23,3.39,17.74
2009070312,44,1.07,3.29,3.46,17.99
2009070312,45,1.11,3.36,3.54,18.21
2009070312,46,1.2,3.47,3.67,19.06
2009070312,47,1.36,3.47,3.73,21.39
2009070312,48,1.59,3.17,3.54,26.61
2009070400,1,2.05,-3.62,4.16,150.47
2009070400,2,1.98,-3.42,3.95,149.86
2009070400,3,2.14,-3.39,4.01,147.72
2009070400,4,2.45,-3.48,4.26,144.86
2009070400,5,2.79,-3.58,4.53,142.07
2009070400,6,3.02,-3.55,4.66,139.6
2009070400,7,3.06,-3.32,4.52,137.34
2009070400,8,3.03,-3.05,4.3,135.17
2009070400,9,3.09,-2.93,4.26,133.45
2009070400,10,3.33,-3.07,4.53,132.67
2009070400,11,3.64,-3.34,4.94,132.58
2009070400,12,3.84,-3.53,5.22,132.64
2009070400,13,3.81,-3.48,5.16,132.45
2009070400,14,3.65,-3.24,4.88,131.63
2009070400,15,3.5,-2.9,4.55,129.64
2009070400,16,3.49,-2.54,4.32,126.1
2009070400,17,3.51,-2.12,4.1,121.15
2009070400,18,3.42,-1.56,3.76,114.5
2009070400,19,3.13,-0.84,3.24,104.99
2009070400,20,2.65,-0.11,2.65,92.42
2009070400,21,2.03,0.41,2.07,78.48
2009070400,22,1.33,0.6,1.46,65.8
2009070400,23,0.65,0.56,0.86,49.05
2009070400,24,0.08,0.49,0.5,8.94
2009070400,25,-0.31,0.55,0.63,330.67
2009070400,26,-0.53,0.84,0.99,327.7
2009070400,27,-0.63,1.43,1.57,336.39
2009070400,28,-0.62,2.3,2.38,344.85
2009070400,29,-0.43,2.87,2.91,351.44
2009070400,30,0.05,2.48,2.48,1.13
2009070400,31,0.85,0.73,1.12,49.33
2009070400,32,1.66,-1.58,2.29,133.59
2009070400,33,2.1,-3.35,3.95,147.9
2009070400,34,1.92,-3.77,4.23,152.99
2009070400,35,1.45,-3.23,3.54,155.83
2009070400,36,1.14,-2.39,2.64,154.47
2009070400,37,1.33,-1.78,2.23,143.22
2009070400,38,1.88,-1.44,2.37,127.46
2009070400,39,2.5,-1.24,2.79,116.43
2009070400,40,2.96,-1.07,3.15,109.95
2009070400,41,3.13,-0.77,3.23,103.78
2009070400,42,2.95,-0.16,2.95,93.04
2009070400,43,2.4,0.83,2.54,70.93
2009070400,44,1.88,1.84,2.63,45.65
2009070400,45,1.87,2.42,3.06,37.66
2009070400,46,2.62,2.28,3.47,48.96
2009070400,47,3.53,1.77,3.95,63.31
2009070400,48,3.78,1.42,4.04,69.35
2009070412,1,3.2,-4.6,5.61,145.21
2009070412,2,3.33,-4.14,5.31,141.17
2009070412,3,3.42,-3.68,5.03,137.1
2009070412,4,3.46,-3.24,4.74,133.11
2009070412,5,3.45,-2.84,4.46,129.46
2009070412,6,3.38,-2.51,4.21,126.61
2009070412,7,3.24,-2.26,3.95,124.88
2009070412,8,2.98,-1.96,3.57,123.27
2009070412,9,2.52,-1.43,2.9,119.55
2009070412,10,1.82,-0.6,1.91,108.15
2009070412,11,0.95,0.29,1,73.28
2009070412,12,0.05,0.87,0.87,3.46
2009070412,13,-0.76,0.93,1.2,320.9
2009070412,14,-1.31,0.75,1.51,299.78
2009070412,15,-1.43,0.73,1.61,296.88
2009070412,16,-1.04,1.15,1.55,317.81
2009070412,17,-0.4,1.83,1.87,347.57
2009070412,18,0.11,2.47,2.47,2.6
2009070412,19,0.24,2.84,2.85,4.79
2009070412,20,0.08,2.97,2.97,1.63
2009070412,21,-0.14,2.96,2.96,357.25
2009070412,22,-0.27,2.86,2.87,354.67
2009070412,23,-0.23,2.62,2.63,354.99
2009070412,24,0,2.14,2.14,0.05
2009070412,25,0.44,1.38,1.44,17.75
2009070412,26,1.03,0.5,1.14,64.34
2009070412,27,1.7,-0.29,1.73,99.62
2009070412,28,2.36,-0.8,2.49,108.74
2009070412,29,2.86,-1.03,3.04,109.88
2009070412,30,3.02,-1.02,3.18,108.62
2009070412,31,2.75,-0.8,2.86,106.31
2009070412,32,2.26,-0.53,2.32,103.28
2009070412,33,1.83,-0.36,1.86,101.17
2009070412,34,1.67,-0.38,1.71,102.73
2009070412,35,1.67,-0.39,1.72,103.05
2009070412,36,1.63,-0.12,1.64,94.36
2009070412,37,1.42,0.57,1.53,68.2
2009070412,38,1.17,1.42,1.84,39.38
2009070412,39,1.05,2.05,2.3,26.99
2009070412,40,1.19,2.17,2.47,28.81
2009070412,41,1.54,1.83,2.39,40.15
2009070412,42,1.98,1.18,2.3,59.19
2009070412,43,2.36,0.37,2.39,81
2009070412,44,2.5,-0.39,2.53,98.89
2009070412,45,2.19,-0.91,2.38,112.64
2009070412,46,1.35,-1.08,1.73,128.77
2009070412,47,0.41,-1.16,1.23,160.69
2009070412,48,-0.08,-1.49,1.49,183.18
2009070500,1,0.85,0.87,1.21,44.19
2009070500,2,0.82,1.44,1.66,29.49
2009070500,3,0.95,1.95,2.16,25.97
2009070500,4,1.17,2.36,2.64,26.37
