date,hors,u,v,ws,wd
2009070100,1,-0.99,2.75,2.93,340.24
2009070100,2,-1.25,2.54,2.83,333.88
2009070100,3,-1.35,2.59,2.92,332.41
2009070100,4,-1.33,2.8,3.1,334.53
2009070100,5,-1.22,3.09,3.32,338.51
2009070100,6,-1.02,3.34,3.49,343.08
2009070100,7,-0.77,3.49,3.57,347.56
2009070100,8,-0.55,3.54,3.58,351.12
2009070100,9,-0.46,3.56,3.59,352.58
2009070100,10,-0.53,3.58,3.62,351.58
2009070100,11,-0.53,3.66,3.7,351.75
2009070100,12,-0.18,3.82,3.83,357.34
2009070100,13,0.69,4.09,4.14,9.64
2009070100,14,1.77,4.32,4.67,22.32
2009070100,15,2.63,4.36,5.09,31.07
2009070100,16,2.93,4.11,5.05,35.51
2009070100,17,2.8,3.71,4.65,37.01
2009070100,18,2.43,3.36,4.15,35.93
2009070100,19,2.04,3.2,3.8,32.49
2009070100,20,1.72,3.15,3.59,28.56
2009070100,21,1.55,3.07,3.44,26.75
2009070100,22,1.58,2.86,3.27,28.82
2009070100,23,1.64,2.57,3.05,32.48
2009070100,24,1.54,2.3,2.76,33.77
2009070100,25,1.14,2.11,2.4,28.44
2009070100,26,0.61,1.97,2.06,17.08
2009070100,27,0.16,1.85,1.86,5.02
2009070100,28,-0.03,1.69,1.69,359.08
2009070100,29,-0.06,1.51,1.51,357.78
2009070100,30,-0.09,1.29,1.3,355.89
2009070100,31,-0.24,1.06,1.09,347.17
2009070100,32,-0.41,0.84,0.93,333.66
2009070100,33,-0.47,0.65,0.8,324.11
2009070100,34,-0.3,0.5,0.59,329.06
2009070100,35,0.08,0.28,0.29,16.89
2009070100,36,0.65,-0.17,0.67,104.44
2009070100,37,1.33,-0.9,1.6,124.07
2009070100,38,1.89,-1.62,2.49,130.61
2009070100,39,2.08,-1.96,2.86,133.24
2009070100,40,1.77,-1.64,2.42,132.82
2009070100,41,1.34,-0.86,1.59,122.55
2009070100,42,1.29,0.11,1.3,85.03
2009070100,43,1.96,1,2.2,62.84
2009070100,44,2.95,1.66,3.38,60.68
2009070100,45,3.71,1.93,4.19,62.49
2009070100,46,3.85,1.78,4.24,65.23
2009070100,47,3.58,1.41,3.85,68.49
2009070100,48,3.25,1.12,3.43,70.93
2009070112,1,-0.53,4.06,4.09,352.59
2009070112,2,0.1,4.39,4.39,1.31
2009070112,3,0.49,4.55,4.57,6.14
2009070112,4,0.7,4.55,4.6,8.7
2009070112,5,0.81,4.43,4.5,10.35
2009070112,6,0.93,4.24,4.34,12.34
2009070112,7,1.11,4,4.15,15.47
2009070112,8,1.25,3.72,3.92,18.52
2009070112,9,1.2,3.37,3.57,19.56
2009070112,10,0.88,2.96,3.09,16.59
2009070112,11,0.48,2.56,2.61,10.53
2009070112,12,0.22,2.25,2.26,5.53
2009070112,13,0.25,2.08,2.09,6.94
